E,N,Z
10.2,-9.12,11
-5.51,-3.51,15.1
-14.8,0.28,18.3
-10.8,2.14,20.1
-0.78,3.26,18
2,2.96,15
-3.68,1.28,11.2
-3.8,-2.15,8.62
4.08,-5.66,10.4
8.03,-7.44,13.4
1.93,-8.68,16.6
-2.22,-10.9,20.1
6.08,-12.8,24.5
16.5,-11.4,28.9
13.4,-6.74,29.8
-1.04,-1.95,28.9
-7.71,2.38,27.8
0.323,7.61,24.7
7.28,13.8,19.9
2.74,16.8,15.6
-4.47,15.3,11.4
-3.72,12.2,8.06
0.297,5.67,8.14
-2.06,-3.37,10.3
-3.5,-10.2,12.9
3.06,-13.8,14.4
9.48,-12.7,14.6
9.83,-8.14,15.6
5.44,-4.12,17
-0.0512,-1.57,17.3
-3.4,1.78,17
-1.44,6.58,17.4
3.08,9.22,16
0.976,9.54,10.2
-5.73,8.02,5.31
-5.73,4.28,3.01
2.8,-0.97,1.38
6.72,-6.49,0.397
0.00448,-8.8,-1.08
-2.38,-9.18,-0.93
1.15,-8.3,1.07
-0.673,-2.65,2.07
-3.36,4.35,1.96
-5.97,8.84,-0.348
-11.8,13.4,-4.07
-11.7,19.7,-6.17
-2.37,23.6,-5.48
-0.917,23,-3.66
-11.1,20.7,-4.03
-8.88,15,-4.53
4.3,5.63,-3.06
3.29,-0.391,-3.03
-7.7,-0.261,-4.97
-9.18,2.34,-8.35
1.63,4.96,-10.8
8.74,7.95,-10.5
1.09,11,-11.5
-8.4,11.6,-12.5
-11,10.2,-12.3
-12,9.76,-12.1
-11.6,8,-9.74
-11.3,1.52,-6.26
-12.8,-6.4,-1.48
-7.83,-12.1,2.69
4.17,-16.8,3.19
11.3,-20.3,2.58
7.52,-21.7,0.0979
-1.46,-20,-5.36
-5.31,-14.8,-11
-3.73,-10.3,-13.5
-1.71,-9.2,-12.1
0.516,-10.8,-8.45
-1.15,-11.7,-3.94
-5.11,-10,0.767
-6.71,-6.96,5.4
-7.12,-2.77,8.22
-7.92,1.54,9.9
-10.3,5.43,12
-8.22,6.39,13.6
-1.28,1.71,13.8
-0.179,-4.13,11.6
-4.98,-6.84,7.61
-7.43,-6.34,1
-4.64,-3.21,-9.08
0.737,0.944,-17.2
4.53,5.15,-18.3
4.51,8.97,-13.3
0.629,11.2,-4.72
-4.17,10.3,4.93
-6.86,5.69,11.4
-10.5,0.183,11.4
-14.6,-2.41,7.37
-11.7,-2.45,3.75
-4.62,-1.19,-0.278
-3.06,2.37,-5.24
-5.85,5.53,-6.97
-6.02,5.06,-4.3
-3.44,2.37,-2.77
-1.75,-1.24,-5.29
-1.63,-3.89,-7.96
1.82,-4.63,-8.25
4.56,-3.55,-7.96
-4.16,2.11,-8.07
-13,10.2,-7.23
-5.65,15.8,-5.28
5.23,19.4,-5.05
0.248,22.6,-7.18
-8.69,24.4,-7.26
-0.885,22.8,-4.04
9.43,19.3,-1.07
3.94,17.8,1.51
-3.99,15.1,5.34
-0.637,8.78,7.5
1.73,3.42,5.18
-5.72,3.2,0.0317
-8.25,6.11,-3.68
-3.74,7.65,-3.47
-2.46,7.65,-2.95
-2.7,6.08,-4.6
-2.89,3.08,-6.81
-1.42,1.52,-9.12
0.821,2.36,-11.9
1.31,4.75,-15.2
2.75,7.19,-17.9
5.77,8.62,-19.9
7.89,8.42,-21.3
6.85,6.67,-21.4
7,4.7,-21.8
8.08,2.29,-22.2
4.83,-0.212,-21.6
0.783,-0.632,-20
2.58,2.03,-15.8
10.3,6.07,-9.72
10.8,8.38,-4.49
4.09,8.22,-0.567
2.1,7.23,3.24
-0.175,6.6,5.82
-4.05,6.96,5.84
-4.9,8.18,5.57
-4.02,8.41,5.94
-1.89,6.96,6.99
-0.543,4.84,9.59
0.369,1.86,11.4
3.43,-0.908,10.7
5.12,-0.709,7.59
2.81,1.92,0.662
0.0673,3.4,-8.05
-3.62,2.29,-13.7
-7.5,0.764,-13.9
-3.88,-0.593,-9.7
3.76,-3.39,-4.93
4.61,-6.97,-2.86
0.36,-10.4,-3.83
-1.25,-12.8,-8.13
2.65,-12.6,-15.1
7.21,-10.3,-22.6
6.47,-7.69,-28.8
1.68,-7.36,-31.8
-2.81,-9.08,-31.8
-0.852,-10.5,-30.3
6.23,-11.5,-27.1
8.36,-12.8,-22.2
3.5,-13.5,-15.4
0.671,-11.8,-8.12
3.67,-8.37,-2.28
3.64,-4.25,1.06
1.27,-0.34,1.72
4.29,1.87,1.3
7.72,2.31,-1.07
7.03,1.75,-4.93
7.45,-0.201,-7.23
9.87,-2.49,-8.57
9.8,-2.87,-9.99
9.75,-2.62,-10.2
10.5,-3.5,-9.14
7.63,-3.13,-8.11
3.61,0.405,-6.22
5.1,5.83,-4.26
8.75,11.9,-4.87
5.57,18.2,-7.25
-2.4,23.2,-9.36
-8.37,25.3,-10.7
-7.94,24.5,-12
-0.508,21.6,-12.1
5.89,16.7,-8.16
4.06,9.58,-1.61
-1.46,2.34,5.23
2.52,-2.7,11
10.3,-5.71,12.7
3.97,-7.04,9.73
-3.32,-6.95,5.27
0.694,-6.29,0.352
-0.0598,-5.44,-5.77
-6.41,-5.61,-9.69
-6.1,-8.01,-8.61
-3.95,-10.8,-4.54
-5.5,-12.5,-0.159
-3.11,-13.9,2.46
2.44,-15,0.938
0.117,-16.2,-4.77
-5.92,-17.1,-10.3
-6.59,-16.5,-12.6
-3.08,-15.3,-12.7
0.848,-13.3,-11
4.51,-8.89,-7.22
8.56,-2.38,-2.19
5.5,4.07,0.146
-4.86,7.97,-1.94
-9.72,9.64,-3.18
-7.27,10.7,-1.05
-4.16,10.4,0.991
-6.01,8.8,1.68
-11.6,7.87,2.62
-10,6.9,4.2
-2.89,5.07,4.93
-3.26,3.64,2.97
-8.28,3.2,0.59
-7.16,4.02,-0.724
-1.12,6.5,-2.84
2.71,9.63,-3.52
3,10.8,-1.28
-0.0433,9.11,2.63
-6.16,6.32,7.25
-10.6,2.78,10.3
-11.7,-1.07,11.5
-10.4,-4.51,12.1
-6.01,-8.06,11.3
1.1,-10.5,9.13
9.63,-11.6,6.84
14.5,-11.7,4.95
16.1,-10.1,4.62
15.9,-9.27,6.77
10.5,-9.03,10.2
5.5,-7.38,13.4
3.24,-5.18,14.8
-3.41,-2.46,13.3
-10.8,0.23,9.71
-11.3,0.791,5.47
-7.05,-1.16,2.35
-5.6,-3.47,1.76
-8.55,-4.67,3.37
-7.16,-6.72,4.82
-1.18,-9.92,4.37
-0.919,-10.5,2.39
-2.44,-8,1.04
-0.531,-5.62,1.94
-2.44,-2.89,4.68
-3.29,1.91,9.49
3.57,6.69,16.1
5.81,9.8,20.7
-2.46,12.4,21.7
-10.3,13.4,20.6
-12.5,11,16.1
-11,6.35,10.6
-7.09,0.311,9.45
-3.91,-4.62,11.9
-1.93,-6.62,15
1.96,-8.08,16.6
3.08,-10,16
-4.14,-11.5,14.6
-11.3,-11.3,11.8
-8.17,-9.43,8.68
-0.119,-6.43,7.54
0.679,-3.06,8.59
-5.28,-1.72,11.7
-8.29,-2.78,14.7
-4.13,-3.24,15.2
4.46,-2.64,13.3
7.62,-2.1,9.09
-0.503,-1.77,4.39
-10.2,-1.39,1.3
-9.14,-1.44,1.49
0.883,-2.62,5.01
8.59,-3.79,9.62
10.4,-4.48,12.8
8.81,-5.03,12.7
5.33,-5.01,10.6
2.07,-4.8,9.4
-0.657,-4.46,9.6
-0.0371,-3.28,9.31
3.27,-1.16,7.09
4.48,1.46,3.04
0.754,3.49,-0.0667
-7.74,4.44,0.157
-10.3,3.72,2.93
-3.59,0.54,6.2
3.1,-3.66,7.8
5.86,-7.39,6.9
6.41,-10.5,5.73
7.97,-12.8,7.03
9.48,-13.8,10.9
9.1,-13.1,16.6
6.32,-10.9,22.4
0.942,-6.93,25.9
0.108,-3.37,28
6.89,-3.26,29
9.82,-5.98,27.2
1.4,-8.59,23
-6.95,-9.21,18.1
-4.24,-7.65,13
1.8,-4.45,6.34
1.64,-1.32,-0.979
1.08,-0.133,-3.97
6.97,-0.777,-1.22
10.5,-0.952,3.59
3.02,0.0956,7.49
-7.07,0.0955,9.12
-9.26,-1.57,8.15
-6.97,-2.32,5.52
-5.62,-0.781,2.27
-2.21,0.685,-1.15
2.52,1.09,-4.43
4.11,2.31,-6.2
3.04,4.09,-6.87
-1.35,6.3,-8.94
-4.07,9.5,-11.5
0.41,11.6,-12.6
2.69,12.5,-13.4
-1.24,12.1,-13.3
-6.29,8.06,-10.4
-7.99,2.38,-6.08
0.0608,-0.548,-3.11
10.3,-1,-1.73
4.43,-2,-0.675
-10.3,-3.69,2.37
-8.29,-5.65,7.98
3.27,-7.2,12.9
1.92,-5.4,15.5
-3.95,-2.63,17.2
-0.647,-4.11,17
4.27,-7.68,12.4
-0.306,-8.09,4.67
-4.81,-6.37,-2.68
0.397,-6.96,-6.25
2.51,-7.55,-6.37
-1.89,-4.31,-3.23
-0.736,-0.772,4.56
5.4,1.2,13.1
7.29,5.24,17.5
5.14,11.1,18.2
3.66,14.4,16.3
2.64,13,12.3
-2.12,9.78,7.12
-9.27,7.85,1.47
-5.69,5.78,-2.86
7.98,1.93,-4.76
10.4,-0.689,-6.71
-1.31,0.321,-9.12
-9.47,2.69,-10.4
-10.3,5.06,-11.6
-9.05,8.8,-13.4
-4.86,12,-14.7
2.43,11.4,-13.9
5.48,8.1,-10.9
1.18,4.86,-8.73
1.7,2.07,-7.86
9.6,-1.1,-7.97
12.6,-4.34,-9.78
10,-6.46,-11.8
8.93,-5.89,-12.3
13.9,-2.72,-9.62
17.9,0.639,-3.99
10.8,2.5,0.201
4.24,2.6,2.24
7.73,1.8,4.42
6.97,1.45,5.09
-0.803,1.49,2.94
0.103,0.92,2.02
9.23,0.214,4.19
8.23,0.559,7.76
-4.37,0.703,12
-11.2,-1.42,15.2
-8.01,-3.74,16.4
-0.991,-3.25,14.6
4.18,-1.14,8.71
2.12,0.561,2.01
-1.98,1.57,-3.31
-2.92,2.76,-6.13
-3.87,5.35,-6.98
-4.73,7.93,-7.51
-2.73,7.84,-6.3
-2.26,6.28,-3.83
-6.44,5.69,-1.55
-5.86,5.66,0.754
2.54,5.69,1.72
6,6.04,1.21
0.635,6.54,1.48
0.715,6.93,2.64
8.85,7.7,3
9.18,10,2.9
1.67,13.3,1.47
-0.91,15.1,-2.59
0.307,15.3,-6.59
-3.61,16.2,-8.53
-10.4,17.3,-7.17
-10.5,16.5,-2.8
-6.48,15.2,0.0517
-4.32,14.8,0.271
-4.36,14.2,-0.938
-5.69,12.3,-2.42
-3.53,10.6,-2.37
-0.21,10,-2.46
0.272,9.6,-3.28
3.63,7,-3.1
6.48,3.24,-2.99
2.27,0.871,-4.39
-2.81,-1.82,-5.73
-4.69,-5.99,-6.25
-6.05,-9.58,-7.72
-6.28,-11.7,-9.81
-3.3,-12.7,-11.6
-0.443,-12.5,-13.1
-0.0608,-10.3,-14.5
0.692,-7.21,-15.7
2.69,-5.04,-15.2
5.92,-3.18,-12.9
7.49,-0.0779,-9.92
4.23,4.26,-9.12
0.587,7.57,-10.8
-0.674,8.84,-12.5
0.042,9.46,-13.4
3.36,9.63,-12.3
5.31,8.77,-10.1
3.9,7.76,-9.35
1.97,7.36,-10.5
-0.523,7.55,-12.9
-1.82,7.67,-15.1
-0.69,6.45,-14.8
-0.181,4.17,-12.6
-1.24,1.49,-8.6
-4.2,-1.57,-3.28
-8.08,-4.45,0.843
-8.63,-5.88,3.92
-3.47,-4.69,6.99
2.36,-1.65,7.86
2.79,1.75,5.13
0.233,4.15,0.741
0.111,5,-3.43
4.38,5.31,-6.85
9.89,5.48,-10.2
12.6,4.51,-15
11.4,1.56,-19.5
6.54,-2.12,-21.2
3.1,-5.56,-20.7
4.18,-9.55,-19.1
5.32,-13,-18.3
2.71,-14.1,-20.3
-1.24,-12.3,-24.7
-0.757,-7.72,-28.3
1.33,-2.2,-29
-1.3,2.02,-28
-4.72,4.8,-25.9
-2.06,6.43,-22.8
4.36,7.11,-20.4
4.31,6.97,-19.5
-0.298,6.21,-19.2
2.42,4.32,-17.6
8.64,0.228,-14.9
9.44,-4.12,-10.9
8.22,-7.34,-5.44
8.59,-10.1,-2.97
10,-10.9,-4.6
12.8,-10.3,-6.18
13.1,-9.04,-7.01
7.66,-6.51,-6.85
0.632,-3.43,-4.37
-1.52,-0.311,-0.3
3.02,2.1,4.91
6.79,2.19,9.67
1.17,0.303,10.7
-10.7,-1.47,7.93
-16.2,-2.27,4.38
-11.5,-2.51,1.64
-7.71,-2.46,-1.11
-10.6,-3.62,-4.69
-12.6,-6.3,-7.48
-7.21,-8.57,-8.78
0.372,-9.69,-11.1
0.524,-9.34,-14.7
-3.66,-8.53,-17
-2.52,-9.24,-16.7
3.81,-10.3,-14.8
6.81,-10.2,-14
2.38,-9.73,-13.9
-3.07,-9.65,-13.2
-5.15,-10.3,-14.1
-7.57,-10.8,-17.9
-9.96,-10.8,-21.7
-7.98,-10.9,-22.8
-3.42,-10.7,-21.7
-1.35,-10.5,-19.4
-3.05,-12.1,-15.6
-4.63,-15.3,-11.5
-4.65,-17.6,-8.3
-5.37,-17.4,-6.99
-4.33,-16.5,-7.34
0.234,-16,-8.06
3.71,-15.6,-9.08
1.6,-15.1,-10.8
-3.38,-14.2,-12.1
-3.32,-13,-12.2
1.83,-11.9,-10.9
4.55,-10.6,-8.11
3.85,-8.95,-3.88
4.09,-7.48,0.273
2.9,-6.52,2.25
-1.93,-6.87,1.93
-4.34,-9.5,0.581
-2.61,-12.7,-2
-0.211,-14.4,-4.96
2.91,-14.7,-6.3
6.15,-14.9,-6.74
5.93,-14.8,-7.28
2.61,-13.3,-7.94
2.38,-10,-8.87
5.68,-6.27,-9.55
5.31,-3.33,-9.6
0.249,-1.32,-8.62
-2.46,0.213,-5.83
2.14,1.9,-0.548
9.03,4.03,5.48
9.19,6.49,8.37
5.27,9.19,7.54
4.68,12,4.74
4.9,14.8,0.627
1.78,16.1,-2.81
-1.31,14.3,-3.54
0.181,10.2,-2.34
2.5,5.83,-0.383
2.12,2.44,1.71
2.52,0.751,3.37
3.25,0.909,4
2.16,2.08,4.44
1.11,2.49,6.23
0.0655,1.34,8.24
-1.16,-0.904,9.52
-0.355,-2.81,10.8
1.59,-2.63,11.7
3.08,-1.18,11.8
2.71,-1.56,11.6
-2.23,-4.61,11.3
-4.69,-7.93,11
2.74,-10.1,11.1
12,-11.5,11.6
12.7,-11.7,12.4
5.86,-10.4,13.3
3.23,-7.88,14.2
9.43,-5.36,15.3
9.04,-4.21,14.5
-1.82,-4.92,11.6
-6.1,-7.6,9.79
0.325,-10.8,9.9
8.34,-12.6,11.2
8.76,-13.1,13.4
2.42,-12.1,15.9
1.55,-10.3,18.9
4.73,-8.34,20.6
3.34,-6.22,19.5
-1.03,-4.08,16.8
-6.89,-0.921,14
-10.4,4.88,11.8
-5.02,10.5,10.5
2.41,11.5,9.54
1.29,9.72,9.18
-2.38,8.06,10.7
-0.673,6.95,12.8
1.89,6.85,12.5
0.835,6.71,11.1
-0.391,4.45,11
2.56,1.44,12.9
7.68,-0.258,15.9
8.65,-0.185,18.2
4.38,1.79,19.7
1.77,4.48,20.7
2.34,7.28,20.5
0.559,10.5,20.1
-1.61,12.1,20.3
-1.53,10.7,20.4
-2.4,7.85,18.8
-1.25,5.15,14.5
5.18,2.3,8.24
9.25,0.103,2.88
6.67,-0.073,0.814
4.87,0.153,1.75
5.27,-0.411,3.52
4.17,-0.0185,5.5
0.938,1.52,7.3
-3.84,2.85,7.8
-4.08,3.16,8.71
1.12,2.21,11.8
4.05,0.387,15.3
0.666,-1.66,17.8
-3.43,-3.47,19.2
-1.4,-5.41,19.7
2.61,-7.7,19.4
5.16,-10.4,18.9
5.78,-13.8,19.2
2.75,-16.3,19.8
2.91,-16,20.1
6.08,-12.6,19.7
3.1,-5.5,18.3
-0.209,3.11,17.5
2.27,9.02,19.2
2.2,11.1,21.6
-5.29,10.5,23.4
-12.9,7.3,24.3
-12.2,2.28,24
-7.45,-2.23,21.9
-6.09,-3.93,17.8
-5.22,-2.42,13.1
-3.07,1.09,9.03
-3.36,5.15,6.67
-5.3,9.1,6.1
-2.72,12.5,7.6
1.6,14.6,10.6
-1.18,16,13.2
-6.09,16.8,15.1
-3.91,15.8,16.1
0.728,12.8,14.8
0.0822,9.26,12.2
-4.14,5.51,9.63
-7.06,2.27,6.86
-6.51,1.32,5.21
-2.55,1.5,5.05
-0.238,0.772,4.96
-0.687,-0.122,5.41
0.651,0.01,6.68
0.276,1,6.86
-3.71,2.4,6
-6.2,3.26,6.26
-7.05,3.36,6.68
-9.04,3.66,5.82
-10.2,3.57,5.52
-9.54,2.87,6.82
-11.1,2.81,8.15
-13.4,3.67,7.52
-10.2,5.65,6.11
-1.44,8.12,6.03
5.66,9.55,6.06
4.5,8.84,5.01
-3.64,6.1,3.41
-10.9,2.97,2.29
-10,0.486,1.8
-5.12,-1.83,1.12
-6.81,-4.7,0.0312
-13.9,-7.51,-1.58
-15.7,-9.03,-3.25
-8.23,-8.8,-4.77
0.0145,-6.99,-6.33
-0.473,-3.94,-7.38
-5,0.168,-7.68
-2.66,5.18,-6.67
5.33,10,-5.87
9.89,13.4,-7.25
6.86,15.5,-8.41
0.0904,16.6,-8.52
-4.18,16.9,-7.97
-4.99,16.3,-5.81
-7.47,14.7,-3.46
-9.87,13.1,-1.04
-4.35,12.7,2.09
1.96,13.2,5.78
-0.834,14.6,9.18
-6.96,15.8,10.4
-9.59,15.8,10.7
-8.59,13.9,9.91
-7.18,9.43,6.85
-9.16,3.17,3.87
-12.9,-2.69,1.22
-15.3,-6.59,-1.6
-14.8,-8,-6.53
-8.27,-7.25,-12.6
-0.35,-4.65,-16.4
-1.28,0.0337,-19.5
-8.27,6.92,-21.5
-6.54,13.7,-20.1
4.14,17.8,-16
4.6,20.2,-11.7
-5.62,21.1,-7.79
-8.97,19.9,-3.52
-4.11,18.5,-0.603
0.446,16.7,1.91
0.997,12.3,4.69
0.133,6.59,5.08
1.52,1.85,3.54
2.71,-0.971,-0.646
4.39,-0.6,-6.79
8.04,1.23,-10.5
6.91,3.67,-12.8
-1.14,7.93,-14.2
-7.24,12.1,-13
-7.48,14.9,-11.5
-9.64,16.4,-10.8
-12.8,15.4,-10.7
-10.2,11.3,-10.2
-6.46,5.85,-9.75
-5.33,1.85,-8.84
-2.55,-1.62,-6.4
3.09,-5.92,-6.03
7.72,-9.8,-7.55
10.2,-12.1,-7.82
9.01,-12.3,-8.22
3.74,-10,-9.56
2.41,-6.06,-10.4
4.71,-2.78,-10.7
1.3,-1.64,-10.7
-5.07,-2.28,-9.33
-4.82,-3.85,-5.91
-1.38,-4.6,-1.97
-2.72,-3.9,-0.561
-5.42,-3.59,-1.37
-1.13,-4.82,-3.34
8.88,-6.44,-5.81
11.5,-6.89,-7.07
3.84,-5.87,-8.57
0.246,-4.95,-9.53
7.74,-4.27,-7.66
14,-1.96,-5.46
9.65,0.942,-4.89
3.7,3.04,-4.6
2.53,5.46,-4.68
2.04,9.12,-6.18
1.13,12.5,-7.54
-0.686,11.9,-8.08
-1.63,6.31,-7.33
2.93,-1.06,-4.58
7.97,-6.66,-1.56
7.15,-9.46,0.283
5.54,-11.4,0.523
6.86,-13.3,-0.703
6.06,-13.6,-2.66
1.38,-12.1,-3.58
-1.04,-10.5,-2.66
-0.412,-8.44,-1.46
-0.673,-4.78,-0.395
0.606,-1.13,-0.251
3.41,0.759,-1.82
2.84,0.415,-5.1
-0.977,-0.783,-10.2
0.47,-1.27,-14.1
9.61,-2.33,-15.2
9.88,-4.26,-15.4
-1.98,-4.4,-15.5
-3.99,-3.43,-14.1
5.77,-3.1,-12.8
8.32,-2.22,-13.4
3.67,-2.33,-13.9
3.53,-5.3,-13.3
4.44,-8.16,-12.5
1.93,-9.04,-11.8
2.28,-9.95,-10.1
7.33,-11.8,-7.41
11.5,-13.5,-4.66
10.3,-13.8,-1.87
8.26,-13.1,0.968
8.24,-12.5,3.11
6.83,-11.2,2.87
5.67,-8.93,0.494
7.12,-6.49,-1.85
11.7,-3.92,-2.95
15.3,-1.58,-2.53
14.8,-0.456,-1.21
14.9,-0.853,0.25
14.6,-1.54,0.74
11,-2.13,-0.536
6.53,-3.06,-2.57
5.22,-3.7,-4.11
7.17,-3.71,-4.49
6.75,-2.48,-3.04
2.9,0.362,0.228
0.527,3.25,3.73
-1.6,4.94,5.67
-5.06,5.91,5.93
-5,5.93,5.76
-0.726,4.45,5.55
1.4,2.28,4.74
0.534,-0.696,3.97
1.21,-5.45,3.91
1.09,-10,2.98
-1.4,-12.2,-0.066
-1.09,-13,-3.35
2.69,-13,-5.33
4.47,-11.7,-6.74
2.53,-10.3,-7.97
0.173,-10.4,-8.33
-2,-11.2,-7.66
-4.25,-12.5,-7.1
-5.85,-14.4,-6.75
-4.07,-16.4,-5.48
1.1,-18.9,-2.76
2.61,-20.4,0.391
0.584,-19.9,2.95
1.72,-17.3,5.42
5.77,-12.1,7.49
6.76,-6,8.88
3.37,-2.06,9.47
0.0559,-2.38,8.74
-1.21,-5.39,6.78
-0.472,-8.32,3.95
0.483,-10.7,1.64
0.517,-12.7,-0.015
1.07,-13.7,-1.11
0.00236,-12.7,-0.719
-2.44,-9.42,0.0841
-0.328,-5.68,0.385
4.91,-2.84,-0.365
4.62,-0.425,-2.46
-0.72,1.55,-4.62
-1.78,1.23,-5.09
1.49,-2.13,-2.67
-0.195,-6.42,1.38
-5.19,-9.93,6.03
-3.3,-12.4,10.9
2.65,-13.5,13.3
3.37,-12.6,12.8
0.962,-10.3,11.6
1.35,-8.43,9.44
3.61,-6.51,6.02
4.85,-4.16,3.37
3.78,-3.12,1.4
0.556,-3.59,-0.754
-2.47,-3.94,-2.19
-5.4,-3.21,-2.53
-9.31,-1.31,-2.4
-11.3,0.453,-2.05
-10.2,1.54,-0.394
-7.6,2.14,2.74
-6.03,1.03,5.82
-8.96,-0.999,7.75
-10.7,-2.67,8.92
-3.89,-4.31,10
3.9,-5.23,11
2.66,-4.81,12
-1.81,-3.7,13.6
-2.81,-2.75,15
-2.45,-0.927,14.9
-3.11,2.38,13.3
-6.5,5.72,10.9
-9.22,8.07,8.92
-7.53,8.71,8.5
-5.63,7.93,8.36
-5.35,6.47,7.79
-3.49,4.16,8.12
-1.12,2.24,8.8
-0.881,1.9,9.77
-2.71,2.26,10.9
-6.38,2.89,10.7
-8.62,3.64,9.6
-5.99,3.9,7.8
-1.28,3.36,5.12
0.618,1.46,3.11
-0.337,-1.74,1.87
-0.887,-4.81,1.03
0.443,-5.94,0.183
2.28,-5.26,-0.928
1.37,-5.21,-1.46
-1.17,-6.65,-1.41
-2.1,-8.63,-0.268
-2.93,-10.1,2.01
-4.02,-10.5,4.05
-3.61,-11,5.31
-3.8,-11.2,5.09
-5.53,-9.43,3.74
-5.56,-6.39,2.24
-3.57,-2.66,0.118
-2.22,1.16,-2.54
-2.85,4.02,-4.32
-3.19,6,-4.07
-2.96,5.87,-3.02
-6.07,3.87,-3.31
-6.44,1.78,-3.89
0.226,-0.176,-3.51
2.73,-0.83,-3.05
-1.18,0.836,-2.08
-3.34,2.54,0.357
-4.79,2.96,3.38
-8.62,4.15,5.78
-9.41,6.24,7.85
-3.69,7.36,9.5
-1.45,8.23,9.3
-7.82,9.13,7.67
-12.2,8.41,5.75
-8.88,5.96,3.41
-2.86,3.21,0.764
0.848,1.79,-2.66
0.874,1.19,-5.44
-2.95,1.19,-5.84
-5.92,3.09,-5.22
-2.9,5.51,-3.73
0.647,7.69,-2.17
-0.885,9.97,-2.52
-3.98,11.3,-4.13
-2.46,11.7,-5.7
1.14,11.7,-6.38
-1.48,11,-6.46
-8.13,10.2,-6.76
-9.35,9.38,-7.06
-4.14,7.99,-7.38
-0.219,5.98,-8.05
-1.19,4.24,-8.86
-4.03,3.75,-10.1
-6.02,4.97,-11.2
-5.22,7.12,-11.6
-2.18,8.36,-12
-0.17,8.66,-11.7
0.597,8.67,-10.7
1.47,7.16,-8.95
2.76,4.36,-5.59
4.67,2.06,-1.81
5.7,0.732,-0.0757
4.39,0.817,-0.847
1.69,2.48,-2.18
1.23,4.27,-2.59
3.69,4.6,-2.43
3.57,3.3,-2.43
-0.173,1.08,-2.93
-3.33,-1.2,-4.07
-4.12,-2.5,-6.44
-2.32,-2.02,-9.21
0.221,-0.0798,-9.79
1.43,2.29,-8.04
1.5,5.08,-4.07
-0.192,7.92,2.42
-3.46,9.58,7.84
-6.2,10.8,9.84
-5.3,12.4,9.41
-0.683,13.6,7.04
2.69,14.2,3.49
2.92,14.5,-0.393
1.16,14.7,-3.12
-1.42,15,-3.21
-1.79,15,-1.52
0.96,14.8,0.703
3.87,15.4,2.49
3.5,17.2,2.94
0.0275,19.4,1.31
-4.66,20,-1.7
-9.17,19,-5.14
-9.22,17.1,-7.92
-4.03,13.8,-8.43
0.806,9.66,-8.3
2.2,6.58,-7.84
0.343,5.6,-6.7
-2.15,7.31,-7.09
-3.43,10.1,-7.89
-5.76,12.7,-8.05
-7.03,14.2,-7.7
-3.2,12.9,-5.5
2.6,9.12,-2.51
5.05,4.46,0.0663
4.28,0.616,1.24
4.08,-1.49,-0.585
3.49,-1.74,-4.03
0.917,0.361,-7.24
1.56,3.11,-8.78
7.06,4.78,-7.47
9.3,6.18,-4.65
3.32,7.62,-1.79
-3.69,7.98,0.42
-4.94,7.24,0.754
-2.05,6.71,-0.657
0.563,6.39,-3.2
0.926,6.07,-6.63
1.08,6.35,-10.1
-0.101,7.35,-12.9
-3.71,9.28,-14.1
-5.63,11.4,-12.9
-5.68,13.4,-9.69
-5.27,16.6,-6.04
-2.98,20.2,-3.11
-1.12,22.6,-1.08
-1.98,25.1,0.33
-0.364,27.3,1.34
3.19,26.7,1.56
0.0495,24.1,0.633
-4.45,20.4,-0.0786
-2.5,14.8,-0.318
0.818,9.82,-1.63
1.42,6.53,-3.35
-1.82,2.91,-4.92
-6.69,-0.514,-6.61
-6.19,-1.52,-6.99
1.8,0.0883,-5.44
7.19,2.14,-3.2
2.45,3.64,-1.27
-1.48,4.88,1.04
0.694,5.52,4.16
-0.817,6.16,6.69
-5.13,5.96,7.62
-5.02,2.87,6.72
-1.56,-1.58,2.79
3.07,-3.92,-2.6
7.48,-3.52,-4.94
8.97,-2.31,-5.07
8.03,-1.48,-5.63
7.1,-1.39,-5.94
5.24,-1.29,-6.06
2.5,0.479,-5.37
2.71,3.49,-3.43
4.86,7.03,-1.37
4.76,10.7,0.331
2.45,12.4,1.48
0.783,11.5,2.08
1.19,8.87,1.79
2.49,5.42,0.609
5.34,2.21,-0.25
9,-1,0.131
7.77,-4,0.341
2.53,-5.59,-1.23
1.29,-6.48,-3.62
4.28,-7.16,-6.78
5.3,-7.44,-10.3
3.21,-8.44,-11.9
1.55,-10.3,-11.5
2.35,-12.2,-8.52
2.93,-13.4,-2.96
2.24,-12.8,2.92
3.22,-10.9,8.01
4.98,-9.31,11.1
5.49,-8.16,11.3
5.33,-7.9,9.78
4.54,-8.53,7.07
3.71,-9.53,4.33
5.84,-10.9,3.06
10.4,-12.8,2.39
11.5,-14.8,1.8
8.26,-16,1.62
6.52,-15.8,0.795
8.93,-14,-1.42
11.2,-11.2,-3.96
8.37,-8.03,-5.68
4.65,-4.75,-5.24
3.32,-1.7,-2.9
-0.847,1.74,-0.887
-6.45,5.03,1.31
-7.31,5.42,4.35
-4.32,2.85,5.62
0.614,-0.329,4.59
6.44,-3.71,3.09
8.01,-7.51,1.31
4.2,-10.5,-1.06
2.73,-11.6,-3.16
7.14,-12,-3.94
10.6,-12.3,-3.42
8.41,-12.5,-1.74
4.92,-12.8,1.52
2.97,-12.6,5.11
1.12,-11.4,7.53
-1.12,-9.87,8.66
-4.83,-8.58,8.62
